Date_(DD/MM/YYYY),Day_Peak_Demand_MW,Evening_Peak_Demand_MW
01/08/2022,10429,13800
02/08/2022,10830,13800
03/08/2022,10779,13800
04/08/2022,10681,13800
05/08/2022,10438,13450
06/08/2022,10629,13800
07/08/2022,10149,14200
08/08/2022,10946,14200
09/08/2022,11100,13400
10/08/2022,11350,13700
11/08/2022,11350,13450
12/08/2022,11700,13250
13/08/2022,12200,13200
14/08/2022,10700,12750
15/08/2022,10622,13110
16/08/2022,11800,14100
17/08/2022,11900,14200
18/08/2022,11900,13450
19/08/2022,11000,12759
20/08/2022,11500,13950
21/08/2022,12100,13950
22/08/2022,12300,14450
23/08/2022,11433,14200
24/08/2022,11418,14100
25/08/2022,12200,14561
26/08/2022,11700,14112
27/08/2022,11869,13915
28/08/2022,11965,14150
29/08/2022,12300,14300
30/08/2022,12300,14300
31/08/2022,12260,14745
01/09/2022,12900,14695
02/09/2022,11272,13492
03/09/2022,11366,13492
04/09/2022,11374,13831
05/09/2022,11938,13522
06/09/2022,11452,13800
07/09/2022,11805,14300
08/09/2022,13000,14370
09/09/2022,11914,13141
10/09/2022,11590,13560
11/09/2022,11527,13264
12/09/2022,10815,12252
13/09/2022,9641,11790
14/09/2022,10133,11975
15/09/2022,10903,12683
16/09/2022,10156,12558
17/09/2022,11440,13669
18/09/2022,11840,13960
19/09/2022,12089,13964
20/09/2022,11336,14031
21/09/2022,11969,13832
22/09/2022,11930,14234
23/09/2022,10990,13487
24/09/2022,11754,13651
25/09/2022,11642,13649
26/09/2022,11378,14200
27/09/2022,11378,14200
28/09/2022,12500,14500
29/09/2022,12173,14429
30/09/2022,11635,13921
01/10/2022,12497,14300
02/10/2022,11100,13372
03/10/2022,10975,12683
04/10/2022,10975,13200
05/10/2022,11134,13282
06/10/2022,11654,13275
07/10/2022,10600,12950
08/10/2022,11688,13872
09/10/2022,11550,13452
10/10/2022,12358,13923
11/10/2022,12019,13003
12/10/2022,11070,12758
13/10/2022,11307,12856
14/10/2022,10393,12596
15/10/2022,10987,13354
16/10/2022,11280,13177
17/10/2022,11740,13593
18/10/2022,12043,13660
19/10/2022,11224,13019
20/10/2022,11856,13150
21/10/2022,9499,12500
22/10/2022,10449,12952
23/10/2022,11440,13060
24/10/2022,8146,5652
25/10/2022,6655,9032
26/10/2022,9350,10800
27/10/2022,9860,11028
28/10/2022,8594,10071
29/10/2022,9040,11060
30/10/2022,10112,11300
31/10/2022,10250,11815
01/11/2022,10500,12350
02/11/2022,10478,12160
03/11/2022,9802,11389
04/11/2022,8960,10312
05/11/2022,9200,11297
06/11/2022,10385,11233
07/11/2022,10020,11227
08/11/2022,9794,11169
09/11/2022,9800,11069
10/11/2022,9955,10950
11/11/2022,8523,9673
12/11/2022,8930,10514
13/11/2022,9009,10373
14/11/2022,9073,10531
15/11/2022,9306,10610
16/11/2022,9141,10559
17/11/2022,9295,10671
18/11/2022,8157,9115
19/11/2022,8315,10131
20/11/2022,9012,10549
21/11/2022,9135,10526
22/11/2022,9024,10512
23/11/2022,8684,10245
24/11/2022,9081,10107
25/11/2022,8214,9187
26/11/2022,8155,10259
27/11/2022,8916,10076
28/11/2022,8997,10284
29/11/2022,8878,10254
30/11/2022,9150,10390
01/12/2022,9302,10550
02/12/2022,8089,8976
03/12/2022,8152,10096
04/12/2022,8449,9888
05/12/2022,8784,9905
06/12/2022,8555,9981
07/12/2022,8634,10076
08/12/2022,8746,10035
09/12/2022,7716,8874
10/12/2022,7995,9822
11/12/2022,8665,9653
12/12/2022,8459,9747
13/12/2022,8656,9740
14/12/2022,8677,9994
15/12/2022,8591,9741
16/12/2022,7172,8108
17/12/2022,7560,9329
18/12/2022,8247,9577
19/12/2022,8135,9589
20/12/2022,8366,9633
21/12/2022,8380,9768
22/12/2022,8513,9764
23/12/2022,7748,8619
24/12/2022,7531,9382
25/12/2022,8348,9459
26/12/2022,8717,9664
27/12/2022,8503,9835
28/12/2022,8567,9684
29/12/2022,8714,9633
30/12/2022,7880,8671
31/12/2022,7763,9581
01/01/2023,8127,9239
02/01/2023,8126,9425
03/01/2023,8371,9706
04/01/2023,8640,9797
05/01/2023,8652,9839
06/01/2023,7986,8810
07/01/2023,7958,9795
08/01/2023,8853,9861
09/01/2023,8800,9972
10/01/2023,8761,9800
11/01/2023,9065,9767
12/01/2023,8733,9808
13/01/2023,8148,8929
14/01/2023,8449,9700
15/01/2023,8800,9660
16/01/2023,8992,9970
17/01/2023,7983,10094
18/01/2023,9000,10094
19/01/2023,9089,10000
20/01/2023,8500,9239
21/01/2023,8683,9801
22/01/2023,8950,10000
23/01/2023,9100,10050
24/01/2023,9100,10293
25/01/2023,9567,10336
26/01/2023,9550,10485
27/01/2023,8781,9405
28/01/2023,9200,10209
29/01/2023,9560,10455
30/01/2023,9550,10496
31/01/2023,9550,10350
01/02/2023,9600,10581
02/02/2023,9731,10569
03/02/2023,8776,9390
04/02/2023,9210,10452
05/02/2023,9676,10465
06/02/2023,9730,10286
07/02/2023,9780,10349
08/02/2023,9800,10496
09/02/2023,9850,10533
10/02/2023,9217,9722
11/02/2023,9357,10376
12/02/2023,9850,10600
13/02/2023,9950,10432
14/02/2023,9734,10574
15/02/2023,9650,10838
16/02/2023,9900,10538
17/02/2023,8927,9670
18/02/2023,9419,10586
19/02/2023,10280,10898
20/02/2023,10308,10862
21/02/2023,9087,10067
22/02/2023,10000,11200
23/02/2023,10650,11395
24/02/2023,9513,10679
25/02/2023,9995,11551
26/02/2023,10601,11233
27/02/2023,10493,11795
28/02/2023,10650,11562
01/03/2023,10810,11892
02/03/2023,10807,11865
03/03/2023,9947,10693
04/03/2023,10366,12065
05/03/2023,11271,12308
06/03/2023,12255,12521
07/03/2023,11388,11568
08/03/2023,9421,11040
09/03/2023,10842,12264
10/03/2023,9948,10978
11/03/2023,10238,12221
12/03/2023,11406,12829
13/03/2023,11509,13046
14/03/2023,11701,12920
15/03/2023,10428,12665
16/03/2023,11306,12926
17/03/2023,9637,10220
18/03/2023,9999,12404
19/03/2023,8684,9675
20/03/2023,9336,10324
21/03/2023,9259,10376
22/03/2023,9758,11259
23/03/2023,10194,11742
24/03/2023,9543,10892
25/03/2023,10555,11194
26/03/2023,9974,10776
27/03/2023,10788,12118
28/03/2023,11375,12678
29/03/2023,10302,11153
30/03/2023,11163,12155
31/03/2023,9176,10794
01/04/2023,9272,10593
02/04/2023,10102,11412
03/04/2023,10525,12363
04/04/2023,11485,13378
05/04/2023,11833,13291
06/04/2023,12314,13283
07/04/2023,11282,12860
08/04/2023,11924,13951
09/04/2023,12369,14323
10/04/2023,12868,14598
11/04/2023,13129,14896
12/04/2023,13421,15154
13/04/2023,13402,15636
14/04/2023,12582,15031
15/04/2023,13981,15000
16/04/2023,13981,16000
17/04/2023,14550,16221
18/04/2023,14400,16131
19/04/2023,13800,16096
20/04/2023,13200,14558
21/04/2023,11109,9781
22/04/2023,9040,11606
23/04/2023,8226,9442
24/04/2023,9061,10231
25/04/2023,9719,11857
26/04/2023,10655,12155
27/04/2023,11335,7753
28/04/2023,9539,12100
29/04/2023,11116,9235
30/04/2023,11349,11801
01/05/2023,9578,11274
02/05/2023,11958,13542
03/05/2023,12647,12413
04/05/2023,11426,12411
05/05/2023,10675,12938
06/05/2023,12112,14163
07/05/2023,13003,14802
08/05/2023,13600,15395
09/05/2023,13600,15300
10/05/2023,14250,14500
11/05/2023,13900,14300
12/05/2023,11905,14130
13/05/2023,12800,14400
14/05/2023,12000,12732
15/05/2023,12200,13585
16/05/2023,12750,12000
17/05/2023,9376,11950
18/05/2023,9855,11823
19/05/2023,10278,12641
20/05/2023,11500,14250
21/05/2023,12800,12900
22/05/2023,12148,14251
23/05/2023,13000,8346
24/05/2023,10800,12700
25/05/2023,11747,13563
26/05/2023,10284,12600
27/05/2023,11050,12821
28/05/2023,12069,14218
29/05/2023,12800,14950
30/05/2023,13300,15000
31/05/2023,13800,15600
01/06/2023,14250,15700
02/06/2023,13500,14770
03/06/2023,14000,15500
04/06/2023,14300,15700
05/06/2023,14900,15700
06/06/2023,14900,15800
07/06/2023,14900,15500
08/06/2023,14500,15147
09/06/2023,12500,12699
10/06/2023,12500,13950
11/06/2023,12500,14100
12/06/2023,11800,13850
13/06/2023,13050,14400
14/06/2023,13300,15000
15/06/2023,12800,14125
16/06/2023,12350,11974
17/06/2023,12300,11886
18/06/2023,12000,13267
19/06/2023,11800,13540
20/06/2023,12600,13596
21/06/2023,12730,14168
22/06/2023,13050,14250
23/06/2023,12350,13860
24/06/2023,12070,14500
25/06/2023,13250,14600
26/06/2023,12535,13395
27/06/2023,9530,11566
28/06/2023,7917,10301
29/06/2023,7361,10896
30/06/2023,8674,9504
01/07/2023,8701,11031
02/07/2023,9606,11720
03/07/2023,9951,12454
04/07/2023,11051,13440
05/07/2023,11510,13555
06/07/2023,11699,13087
07/07/2023,10746,13049
08/07/2023,11800,14085
09/07/2023,12600,14850
10/07/2023,13200,14765
11/07/2023,13400,14921
12/07/2023,13350,14780
13/07/2023,13500,14870
14/07/2023,11879,13870
15/07/2023,12339,14545
16/07/2023,12680,14485
17/07/2023,13000,15066
18/07/2023,13500,15200
19/07/2023,14200,15600
20/07/2023,14250,15499
21/07/2023,12491,14344
22/07/2023,12800,15300
23/07/2023,14100,15300
24/07/2023,14200,15550
25/07/2023,14200,15520
26/07/2023,13900,15420
27/07/2023,13800,15160
28/07/2023,12118,14300
29/07/2023,12656,15175
30/07/2023,14150,15700
31/07/2023,14550,15220
01/08/2023,13300,13870
02/08/2023,12350,14373
03/08/2023,12900,14623
04/08/2023,11689,13395
05/08/2023,12650,14049
06/08/2023,11850,13501
07/08/2023,11550,12729
08/08/2023,10921,13253
09/08/2023,12258,13661
10/08/2023,12500,13879
11/08/2023,11396,13333
12/08/2023,12200,13800
13/08/2023,11660,13665
14/08/2023,12550,13972
15/08/2023,11476,13781
16/08/2023,13000,14311
17/08/2023,13400,14392
18/08/2023,11453,13805
19/08/2023,12365,14036
20/08/2023,13600,14651
21/08/2023,13600,14701
22/08/2023,13380,14244
23/08/2023,12600,14030
24/08/2023,12731,14182
25/08/2023,10484,12278
26/08/2023,10904,13496
27/08/2023,12365,14251
28/08/2023,12600,14347
29/08/2023,13382,14716
30/08/2023,13490,14889
31/08/2023,13800,14815
01/09/2023,12500,14380
02/09/2023,12764,15100
03/09/2023,13295,15100
04/09/2023,13230,15200
05/09/2023,13900,15350
06/09/2023,13400,14700
07/09/2023,13200,14500
08/09/2023,10585,13300
09/09/2023,12035,15000
10/09/2023,13350,15370
11/09/2023,13500,15175
12/09/2023,13435,14800
13/09/2023,12780,14830
14/09/2023,12610,14450
15/09/2023,11455,14050
16/09/2023,12675,15350
17/09/2023,13950,14900
18/09/2023,13080,14650
19/09/2023,12630,13890
20/09/2023,11865,13250
21/09/2023,11696,12861
22/09/2023,10398,12183
23/09/2023,10699,13240
24/09/2023,11824,12852
25/09/2023,12262,14120
26/09/2023,12429,14750
27/09/2023,12690,14900
28/09/2023,12315,14700
29/09/2023,12000,13485
30/09/2023,11450,13900
01/10/2023,12530,14200
02/10/2023,12293,14200
03/10/2023,12115,13360
04/10/2023,11311,12582
05/10/2023,10985,11300
06/10/2023,9326,11396
07/10/2023,11030,13458
08/10/2023,11991,14060
09/10/2023,11911,14220
10/10/2023,12224,14085
11/10/2023,12290,14470
12/10/2023,12130,14200
13/10/2023,10593,12852
14/10/2023,11230,13720
15/10/2023,11995,13852
16/10/2023,11862,13742
17/10/2023,11754,13832
18/10/2023,11833,13313
19/10/2023,11503,13370
20/10/2023,10165,11780
21/10/2023,11390,13180
22/10/2023,11800,12948
23/10/2023,11850,12144
24/10/2023,10238,11269
25/10/2023,10768,12425
26/10/2023,11289,12730
27/10/2023,9860,10967
28/10/2023,10299,11798
29/10/2023,10675,11825
30/10/2023,10823,11977
31/10/2023,11078,12466
01/11/2023,10963,12570
02/11/2023,11209,12650
03/11/2023,9790,11040
04/11/2023,10302,12270
05/11/2023,10908,12197
06/11/2023,10465,11741
07/11/2023,10339,11253
08/11/2023,10250,11315
09/11/2023,10048,11740
10/11/2023,8735,9556
11/11/2023,9414,11207
12/11/2023,10201,11680
13/11/2023,10157,11553
14/11/2023,10298,11657
15/11/2023,10363,11892
16/11/2023,9805,11088
17/11/2023,7098,6897
18/11/2023,8588,10596
19/11/2023,9557,11033
20/11/2023,9737,11253
21/11/2023,9707,11034
22/11/2023,9436,10696
23/11/2023,9340,10409
24/11/2023,8215,9061
25/11/2023,8140,10583
26/11/2023,9325,10721
27/11/2023,9553,10831
28/11/2023,9651,10847
29/11/2023,9615,10786
30/11/2023,9608,10725
01/12/2023,8306,9203
02/12/2023,8833,10636
03/12/2023,9413,10876
04/12/2023,9415,10921
05/12/2023,9039,10838
06/12/2023,9153,10827
07/12/2023,9214,9839
08/12/2023,8019,8619
09/12/2023,8067,9849
10/12/2023,8640,9773
11/12/2023,8635,9966
12/12/2023,8827,10074
13/12/2023,9003,10083
14/12/2023,8870,9911
15/12/2023,7625,8466
16/12/2023,7199,8192
17/12/2023,8567,9648
18/12/2023,8756,10111
19/12/2023,8790,10180
20/12/2023,9048,10093
21/12/2023,9235,10145
22/12/2023,8173,8694
23/12/2023,8475,9910
24/12/2023,9141,10203
25/12/2023,9015,9985
26/12/2023,9194,10225
27/12/2023,9540,10396
28/12/2023,9618,10487
29/12/2023,8465,8978
30/12/2023,8923,10262
31/12/2023,9608,10725
01/01/2024,9084,9944
02/01/2024,9294,10056
03/01/2024,9287,10131
04/01/2024,9508,10107
05/01/2024,8731,9168
06/01/2024,8712,9113
07/01/2024,6132,7468
08/01/2024,8810,9566
09/01/2024,9189,9759
10/01/2024,9280,10086
11/01/2024,8635,10280
12/01/2024,8852,9084
13/01/2024,8914,10286
14/01/2024,9557,10437
15/01/2024,9503,10368
16/01/2024,9800,10517
17/01/2024,9843,10515
18/01/2024,9935,10544
19/01/2024,9087,9530
20/01/2024,9380,9794
21/01/2024,9900,10276
22/01/2024,10000,10558
23/01/2024,9995,10713
24/01/2024,10009,10455
25/01/2024,10200,10692
26/01/2024,9186,9227
27/01/2024,9230,10288
28/01/2024,10000,10580
29/01/2024,9954,10717
30/01/2024,10100,10715
31/01/2024,10500,10704
01/02/2024,10260,10424
02/02/2024,9290,9311
03/02/2024,9562,10550
04/02/2024,9750,10425
05/02/2024,10150,10465
06/02/2024,9900,10888
07/02/2024,10400,10980
08/02/2024,10400,10850
09/02/2024,9108,9345
10/02/2024,9659,10645
11/02/2024,10150,10740
12/02/2024,10300,10900
13/02/2024,10407,10286
14/02/2024,10570,11043
15/02/2024,10980,11040
16/02/2024,9800,9925
17/02/2024,10050,11275
18/02/2024,10800,11350
19/02/2024,10900,11600
20/02/2024,10870,11600
21/02/2024,9810,9940
22/02/2024,10067,10598
23/02/2024,9346,9893
24/02/2024,9774,11132
25/02/2024,10066,10307
26/02/2024,8230,9551
27/02/2024,10663,11075
28/02/2024,10874,11424
29/02/2024,11039,11437
01/03/2024,9859,10170
02/03/2024,9859,11470
03/03/2024,11040,11930
04/03/2024,10701,11629
05/03/2024,11220,12040
06/03/2024,11060,11800
07/03/2024,11140,11750
08/03/2024,9803,10535
09/03/2024,10000,11825
10/03/2024,11300,12045
11/03/2024,11300,12400
12/03/2024,11415,12300
13/03/2024,11900,12780
14/03/2024,12300,12576
15/03/2024,10750,12300
16/03/2024,11450,12800
17/03/2024,11210,13000
18/03/2024,11900,13450
19/03/2024,11900,12411
20/03/2024,9980,10668
21/03/2024,10124,10246
22/03/2024,9066,10354
23/03/2024,10399,11281
24/03/2024,10526,11263
25/03/2024,11228,12925
26/03/2024,9801,12107
27/03/2024,11900,11935
28/03/2024,11700,12695
29/03/2024,11250,13250
30/03/2024,12100,14050
31/03/2024,10854,13950
01/04/2024,12850,14650
02/04/2024,13200,15000
03/04/2024,13400,15250
04/04/2024,13700,15500
05/04/2024,13400,15300
06/04/2024,14000,15700
07/04/2024,14000,13850
08/04/2024,12200,12800
09/04/2024,10541,12729
10/04/2024,10049,11948
11/04/2024,8894,10929
12/04/2024,9637,11762
13/04/2024,10399,12700
14/04/2024,10915,12880
15/04/2024,12300,14350
16/04/2024,13500,12830
17/04/2024,13500,13100
18/04/2024,13240,15080
19/04/2024,12420,14520
20/04/2024,13800,15750
21/04/2024,14700,16000
22/04/2024,14800,16700
23/04/2024,14875,16720
24/04/2024,15000,16774
25/04/2024,15150,16750
26/04/2024,14180,15870
27/04/2024,14400,16750
28/04/2024,15150,17150
29/04/2024,15800,17200
30/04/2024,16100,17000
01/05/2024,13400,15850
02/05/2024,14700,15850
03/05/2024,13580,15075
04/05/2024,14000,15600
05/05/2024,13260,14400
06/05/2024,11237,9522
07/05/2024,11356,13638
08/05/2024,10663,12781
09/05/2024,12241,12487
10/05/2024,10725,12787
11/05/2024,10559,13341
12/05/2024,12500,14202
13/05/2024,12905,15150
14/05/2024,13850,15700
15/05/2024,14200,16100
16/05/2024,14870,15850
17/05/2024,13770,15700
18/05/2024,12030,14628
19/05/2024,13640,14300
20/05/2024,13030,14376
21/05/2024,13300,15585
22/05/2024,12640,15550
23/05/2024,14400,16400
24/05/2024,13454,15850
25/05/2024,13950,14900
26/05/2024,13100,13560
27/05/2024,5323,4554
28/05/2024,8180,12451
29/05/2024,12459,14700
30/05/2024,13000,14600
31/05/2024,11700,14200
01/06/2024,13700,15750
02/06/2024,13660,15950
03/06/2024,13400,15100
04/06/2024,13650,15080
05/06/2024,14100,16250
06/06/2024,13630,15725
07/06/2024,13450,14093
08/06/2024,12850,12681
09/06/2024,13850,15900
10/06/2024,13193,15450
11/06/2024,14550,16700
12/06/2024,14500,16450
13/06/2024,14400,14100
14/06/2024,11929,14510
15/06/2024,11757,13723
16/06/2024,10337,12872
17/06/2024,9234,12967
18/06/2024,9490,11633
19/06/2024,8846,10636
20/06/2024,9352,10979
21/06/2024,10199,12815
22/06/2024,10825,13436
23/06/2024,12719,14510
24/06/2024,13500,15200
25/06/2024,14650,15600
26/06/2024,14000,15400
27/06/2024,13800,14800
28/06/2024,13800,14800
29/06/2024,11427,14000
30/06/2024,13100,13493
01/07/2024,12880,14070
02/07/2024,12600,13800
03/07/2024,12470,14350
04/07/2024,12850,14250
05/07/2024,11167,13229
06/07/2024,12750,14620
07/07/2024,13580,15400
08/07/2024,13580,15500
09/07/2024,14100,15450
10/07/2024,13800,15500
11/07/2024,14750,14350
12/07/2024,11400,13587
13/07/2024,13100,15400
14/07/2024,14050,15700
15/07/2024,14150,15700
16/07/2024,14150,16000
17/07/2024,13750,15800
18/07/2024,14600,15900
19/07/2024,14600,14450
20/07/2024,12170,13800
21/07/2024,11156,13500
22/07/2024,10665,12820
23/07/2024,11119,13560
24/07/2024,13380,14600
25/07/2024,13750,15400
26/07/2024,13020,14700
27/07/2024,13680,13395
28/07/2024,14500,15950
29/07/2024,14650,15750
30/07/2024,14370,15750
31/07/2024,14400,15300
01/08/2024,12650,12374
02/08/2024,10003,11816
03/08/2024,11489,13370
04/08/2024,12620,13090
05/08/2024,10439,12059
06/08/2024,11098,13064
07/08/2024,12450,13740
08/08/2024,12800,13790
09/08/2024,11100,13380
10/08/2024,12270,14130
11/08/2024,12930,14500
12/08/2024,13210,14550
13/08/2024,13550,15000
14/08/2024,14100,15450
15/08/2024,14200,15530
16/08/2024,12075,13725
17/08/2024,12100,14060
18/08/2024,12630,14250
19/08/2024,12200,13450
20/08/2024,11920,13800
21/08/2024,11970,13576
22/08/2024,11704,13040
23/08/2024,10406,12545
24/08/2024,11760,14100
25/08/2024,11980,11902
26/08/2024,11090,13225
27/08/2024,12600,14220
28/08/2024,13020,14470
29/08/2024,11825,15000
30/08/2024,12450,14150
31/08/2024,13250,15300
01/09/2024,13550,15150
02/09/2024,13650,14630
03/09/2024,12550,14980
04/09/2024,13800,15350
05/09/2024,13300,13976
06/09/2024,11950,14650
07/09/2024,13250,15500
08/09/2024,13400,15900
09/09/2024,14200,16100
10/09/2024,14700,15900
11/09/2024,14578,15900
12/09/2024,14500,15300
13/09/2024,12580,12380
14/09/2024,10079,11456
15/09/2024,10333,11948
16/09/2024,10996,13480
17/09/2024,13900,15150
18/09/2024,13900,15720
19/09/2024,14500,16300
20/09/2024,11980,15300
21/09/2024,13240,12880
22/09/2024,13750,16100
23/09/2024,12900,16100
24/09/2024,11950,15050
25/09/2024,12135,13239
26/09/2024,10382,12475
27/09/2024,10955,12372
28/09/2024,12360,14700
29/09/2024,12860,15200
30/09/2024,12330,15420
